rank,code,name,price,change_pct,source,collect_time
2,600667.SH,太极实业,17.92,10.01,东方财富,2026-07-27 17:14:24
3,002407.SZ,多氟多,33.57,9.99,东方财富,2026-07-27 17:14:24
4,601606.SH,长城军工,35.26,10.02,东方财富,2026-07-27 17:14:24
5,000636.SZ,风华高科,44.24,10.0,东方财富,2026-07-27 17:14:24
6,001258.SZ,立新能源,14.33,9.98,东方财富,2026-07-27 17:14:24
7,600176.SH,中国巨石,41.07,9.99,东方财富,2026-07-27 17:14:24
8,603986.SH,兆易创新,434.03,-5.03,东方财富,2026-07-27 17:14:24
9,001248.SZ,华润新能,13.97,10.0,东方财富,2026-07-27 17:14:24
10,002409.SZ,雅克科技,169.35,10.0,东方财富,2026-07-27 17:14:24
11,002156.SZ,通富微电,76.67,0.04,东方财富,2026-07-27 17:14:24
13,920176.SZ,N维琪,155.01,599.5,东方财富,2026-07-27 17:14:24
14,002173.SZ,创新医疗,20.69,9.99,东方财富,2026-07-27 17:14:24
15,603690.SH,至纯科技,24.88,9.99,东方财富,2026-07-27 17:14:24
16,002185.SZ,华天科技,18.59,0.0,东方财富,2026-07-27 17:14:24
17,000533.SZ,顺钠股份,10.51,10.05,东方财富,2026-07-27 17:14:24
18,000938.SZ,紫光股份,41.47,0.05,东方财富,2026-07-27 17:14:24
19,600396.SH,华电辽能,15.68,6.16,东方财富,2026-07-27 17:14:24
20,002580.SZ,圣阳股份,16.87,9.97,东方财富,2026-07-27 17:14:24
21,000021.SZ,深科技,43.95,4.67,东方财富,2026-07-27 17:14:24
22,000725.SZ,京东方Ａ,5.97,3.11,东方财富,2026-07-27 17:14:24
23,002879.SZ,长缆科技,19.86,10.03,东方财富,2026-07-27 17:14:24
24,002309.SZ,中利集团,3.06,10.07,东方财富,2026-07-27 17:14:24
25,600775.SH,南京熊猫,9.41,10.06,东方财富,2026-07-27 17:14:24
26,002141.SZ,贤丰控股,5.73,9.98,东方财富,2026-07-27 17:14:24
27,600584.SH,长电科技,82.35,-0.66,东方财富,2026-07-27 17:14:24
