rank,code,name,price,change_pct,source,collect_time
1,000725.SZ,京东方Ａ,7.63,0.66,东方财富,2026-07-08 16:54:45
2,000977.SZ,浪潮信息,78.17,10.01,东方财富,2026-07-08 16:54:45
3,000938.SZ,紫光股份,33.62,6.8,东方财富,2026-07-08 16:54:45
5,600584.SH,长电科技,94.11,-6.81,东方财富,2026-07-08 16:54:45
6,002261.SZ,拓维信息,30.84,7.08,东方财富,2026-07-08 16:54:45
7,002185.SZ,华天科技,21.57,-1.64,东方财富,2026-07-08 16:54:45
8,002396.SZ,星网锐捷,29.1,10.02,东方财富,2026-07-08 16:54:45
9,002747.SZ,埃斯顿,44.1,-10.0,东方财富,2026-07-08 16:54:45
10,002152.SZ,广电运通,10.08,10.04,东方财富,2026-07-08 16:54:45
11,600288.SH,大恒科技,17.11,10.03,东方财富,2026-07-08 16:54:45
13,603881.SH,数据港,24.21,10.0,东方财富,2026-07-08 16:54:45
14,600602.SH,云赛智联,16.38,10.01,东方财富,2026-07-08 16:54:45
15,002414.SZ,高德红外,12.1,-4.87,东方财富,2026-07-08 16:54:45
16,600172.SH,黄河旋风,17.59,-4.19,东方财富,2026-07-08 16:54:45
17,603928.SH,兴业股份,16.36,10.02,东方财富,2026-07-08 16:54:45
18,002467.SZ,二六三,4.69,10.09,东方财富,2026-07-08 16:54:45
19,603019.SH,中科曙光,98.15,4.97,东方财富,2026-07-08 16:54:45
21,600667.SH,太极实业,23.88,-9.27,东方财富,2026-07-08 16:54:45
23,600756.SH,浪潮软件,13.23,9.98,东方财富,2026-07-08 16:54:45
24,000066.SZ,中国长城,19.31,3.93,东方财富,2026-07-08 16:54:45
25,600206.SH,有研新材,53.98,-3.57,东方财富,2026-07-08 16:54:45
26,603296.SH,华勤技术,78.29,10.0,东方财富,2026-07-08 16:54:45
27,600129.SH,太极集团,14.96,10.0,东方财富,2026-07-08 16:54:45
29,000070.SZ,特发信息,17.42,-4.18,东方财富,2026-07-08 16:54:45
31,001248.SZ,C华润,16.15,-12.75,东方财富,2026-07-08 16:54:45
32,601138.SH,工业富联,66.01,3.5,东方财富,2026-07-08 16:54:45
33,002841.SZ,视源股份,47.39,10.0,东方财富,2026-07-08 16:54:45
34,603339.SH,四方科技,15.47,10.03,东方财富,2026-07-08 16:54:45
35,603137.SH,恒尚节能,22.91,9.99,东方财富,2026-07-08 16:54:45
36,603986.SH,兆易创新,603.17,-2.71,东方财富,2026-07-08 16:54:45
37,001365.SZ,天海电子,47.81,10.01,东方财富,2026-07-08 16:54:45
38,002951.SZ,金时科技,16.32,9.97,东方财富,2026-07-08 16:54:45
39,600094.SH,大名城,4.22,9.9,东方财富,2026-07-08 16:54:45
40,603496.SH,恒为科技,24.54,10.0,东方财富,2026-07-08 16:54:45
42,600487.SH,亨通光电,76.96,-4.86,东方财富,2026-07-08 16:54:45
44,002674.SZ,兴业科技,29.15,10.0,东方财富,2026-07-08 16:54:45
45,000948.SZ,南天信息,12.72,10.03,东方财富,2026-07-08 16:54:45
46,002490.SZ,山东墨龙,6.97,9.94,东方财富,2026-07-08 16:54:45
47,002384.SZ,东山精密,237.56,0.29,东方财富,2026-07-08 16:54:45
48,000524.SZ,岭南控股,9.85,10.06,东方财富,2026-07-08 16:54:45
