rank,code,name,price,change_pct,source,collect_time
1,000592.SZ,平潭发展,8.78,10.03,东方财富,2026-09-24 19:20:17
2,002413.SZ,雷科防务,8.97,10.06,东方财富,2026-09-24 19:20:17
4,002119.SZ,康强电子,29.61,9.99,东方财富,2026-09-24 19:20:17
5,601091.SH,沈鼓集团,27.0,-10.0,东方财富,2026-09-24 19:20:17
6,600802.SH,福建水泥,6.62,9.97,东方财富,2026-09-24 19:20:17
8,600825.SH,新华传媒,7.77,10.06,东方财富,2026-09-24 19:20:17
9,603122.SH,合富中国,14.93,10.02,东方财富,2026-09-24 19:20:17
10,000753.SZ,漳州发展,5.35,10.08,东方财富,2026-09-24 19:20:17
11,002264.SZ,新 华 都,8.13,10.01,东方财富,2026-09-24 19:20:17
12,601218.SH,吉鑫科技,5.5,10.0,东方财富,2026-09-24 19:20:17
13,601811.SH,新华文轩,20.35,10.0,东方财富,2026-09-24 19:20:17
14,600664.SH,哈药股份,8.14,-9.96,东方财富,2026-09-24 19:20:17
15,002614.SZ,奥佳华,8.33,10.04,东方财富,2026-09-24 19:20:17
16,000905.SZ,厦门港务,9.81,9.98,东方财富,2026-09-24 19:20:17
17,603230.SH,内蒙新华,18.47,10.01,东方财富,2026-09-24 19:20:17
18,002819.SZ,东方中科,26.66,9.98,东方财富,2026-09-24 19:20:17
19,600641.SH,先导基电,51.56,7.87,东方财富,2026-09-24 19:20:17
20,002164.SZ,宁波东力,13.06,10.03,东方财富,2026-09-24 19:20:17
21,600792.SH,云煤能源,5.7,10.04,东方财富,2026-09-24 19:20:17
22,600815.SH,厦工股份,4.65,9.93,东方财富,2026-09-24 19:20:17
23,000678.SZ,襄阳轴承,9.68,10.0,东方财富,2026-09-24 19:20:17
24,000560.SZ,我爱我家,3.66,-5.18,东方财富,2026-09-24 19:20:17
25,002205.SZ,国统股份,12.78,9.98,东方财富,2026-09-24 19:20:17
26,002238.SZ,天威视讯,8.43,10.05,东方财富,2026-09-24 19:20:17
27,600843.SH,上工申贝,8.37,9.99,东方财富,2026-09-24 19:20:17
28,600703.SH,三安光电,12.47,-2.81,东方财富,2026-09-24 19:20:17
29,000850.SZ,华茂股份,5.12,10.11,东方财富,2026-09-24 19:20:17
30,002679.SZ,福建金森,11.58,9.97,东方财富,2026-09-24 19:20:17
31,000993.SZ,闽东电力,19.32,2.66,东方财富,2026-09-24 19:20:17
32,002909.SZ,集泰股份,8.29,9.95,东方财富,2026-09-24 19:20:17
33,603042.SH,华脉科技,18.73,9.98,东方财富,2026-09-24 19:20:17
34,002029.SZ,七 匹 狼,9.26,9.98,东方财富,2026-09-24 19:20:17
35,600189.SH,泉阳泉,9.1,10.04,东方财富,2026-09-24 19:20:17
36,000710.SZ,贝瑞基因,11.01,9.99,东方财富,2026-09-24 19:20:17
37,603767.SH,中马传动,14.74,10.0,东方财富,2026-09-24 19:20:17
38,603396.SH,金辰股份,35.64,10.0,东方财富,2026-09-24 19:20:17
39,603278.SH,大业股份,9.8,9.99,东方财富,2026-09-24 19:20:17
40,603949.SH,雪龙集团,16.9,10.03,东方财富,2026-09-24 19:20:17
41,600127.SH,金健米业,16.49,-1.55,东方财富,2026-09-24 19:20:17
43,002395.SZ,双象股份,14.05,10.02,东方财富,2026-09-24 19:20:17
44,000790.SZ,华神科技,4.68,10.12,东方财富,2026-09-24 19:20:17
45,600487.SH,亨通光电,67.38,-3.66,东方财富,2026-09-24 19:20:17
47,000823.SZ,超声电子,24.48,-10.0,东方财富,2026-09-24 19:20:17
48,603500.SH,祥和实业,10.42,10.03,东方财富,2026-09-24 19:20:17
49,002836.SZ,新宏泽,12.27,10.04,东方财富,2026-09-24 19:20:17
50,600699.SH,均胜电子,22.62,5.06,东方财富,2026-09-24 19:20:17
51,603065.SH,宿迁联盛,16.27,10.01,东方财富,2026-09-24 19:20:17
52,002487.SZ,大金重工,39.77,4.96,东方财富,2026-09-24 19:20:17
53,001317.SZ,三羊马,65.3,10.01,东方财富,2026-09-24 19:20:17
54,601567.SH,三星电气,16.25,10.02,东方财富,2026-09-24 19:20:17
55,605018.SH,长华集团,12.74,10.02,东方财富,2026-09-24 19:20:17
56,000498.SZ,山东路桥,5.65,9.92,东方财富,2026-09-24 19:20:17
57,600358.SH,国旅联合,5.72,10.0,东方财富,2026-09-24 19:20:17
58,002321.SZ,华英农业,2.27,10.19,东方财富,2026-09-24 19:20:17
59,603970.SH,中农立华,12.17,10.04,东方财富,2026-09-24 19:20:17
60,001234.SZ,泰慕士,35.4,10.01,东方财富,2026-09-24 19:20:17
61,600519.SH,贵州茅台,1237.0,-1.14,东方财富,2026-09-24 19:20:17
63,605058.SH,澳弘电子,60.2,2.73,东方财富,2026-09-24 19:20:17
65,000504.SZ,南华生物,13.73,7.6,东方财富,2026-09-24 19:20:17
66,002579.SZ,中京电子,19.22,3.33,东方财富,2026-09-24 19:20:17
67,600418.SH,江淮汽车,22.93,-2.22,东方财富,2026-09-24 19:20:17
68,002622.SZ,皓宸医疗,2.72,10.12,东方财富,2026-09-24 19:20:17
69,002185.SZ,华天科技,17.58,-4.3,东方财富,2026-09-24 19:20:17
70,002297.SZ,博云新材,22.47,5.49,东方财富,2026-09-24 19:20:17
71,000910.SZ,大亚圣象,7.6,0.26,东方财富,2026-09-24 19:20:17
72,001216.SZ,华瓷股份,28.4,0.32,东方财富,2026-09-24 19:20:17
73,920748.SZ,路桥信息,36.5,29.99,东方财富,2026-09-24 19:20:17
