rank,code,name,price,change_pct,source,collect_time
2,000725.SZ,京东方Ａ,8.38,-7.91,东方财富,2026-07-03 16:50:41
3,002747.SZ,埃斯顿,44.77,10.0,东方财富,2026-07-03 16:50:41
4,002050.SZ,三花智控,48.99,9.06,东方财富,2026-07-03 16:50:41
5,600667.SH,太极实业,29.96,3.7,东方财富,2026-07-03 16:50:41
6,002407.SZ,多氟多,49.34,-10.0,东方财富,2026-07-03 16:50:41
7,001248.SZ,C华润,22.02,-8.06,东方财富,2026-07-03 16:50:41
8,600584.SH,长电科技,90.88,-5.31,东方财富,2026-07-03 16:50:41
9,600176.SH,中国巨石,70.9,4.54,东方财富,2026-07-03 16:50:41
10,600580.SH,卧龙电驱,37.35,10.01,东方财富,2026-07-03 16:50:41
11,603618.SH,杭电股份,49.0,2.96,东方财富,2026-07-03 16:50:41
13,001309.SZ,德明利,881.91,8.74,东方财富,2026-07-03 16:50:41
14,002354.SZ,天娱数科,9.37,-9.38,东方财富,2026-07-03 16:50:41
15,000021.SZ,深科技,55.91,-0.21,东方财富,2026-07-03 16:50:41
16,603986.SH,兆易创新,677.77,-2.45,东方财富,2026-07-03 16:50:41
17,601689.SH,拓普集团,62.43,10.01,东方财富,2026-07-03 16:50:41
19,002472.SZ,双环传动,47.01,9.99,东方财富,2026-07-03 16:50:41
20,002979.SZ,雷赛智能,69.55,10.0,东方财富,2026-07-03 16:50:41
22,600143.SH,金发科技,17.01,10.03,东方财富,2026-07-03 16:50:41
25,002384.SZ,东山精密,232.73,4.98,东方财富,2026-07-03 16:50:41
26,002896.SZ,中大力德,85.62,9.99,东方财富,2026-07-03 16:50:41
27,601991.SH,大唐发电,7.67,4.64,东方财富,2026-07-03 16:50:41
30,002294.SZ,信立泰,40.08,9.99,东方财富,2026-07-03 16:50:41
31,002249.SZ,大洋电机,8.33,10.04,东方财富,2026-07-03 16:50:41
32,600522.SH,中天科技,50.22,-2.64,东方财富,2026-07-03 16:50:41
33,600487.SH,亨通光电,89.42,-4.71,东方财富,2026-07-03 16:50:41
34,002600.SZ,领益智造,18.02,4.89,东方财富,2026-07-03 16:50:41
35,002594.SZ,比亚迪,88.47,5.86,东方财富,2026-07-03 16:50:41
36,600110.SH,诺德股份,15.75,8.4,东方财富,2026-07-03 16:50:41
37,002520.SZ,日发精机,7.72,9.97,东方财富,2026-07-03 16:50:41
38,603667.SH,五洲新春,76.15,8.51,东方财富,2026-07-03 16:50:41
39,600707.SH,彩虹股份,15.02,-10.01,东方财富,2026-07-03 16:50:41
41,603466.SH,风语筑,11.63,10.03,东方财富,2026-07-03 16:50:41
42,600519.SH,贵州茅台,1194.45,-0.71,东方财富,2026-07-03 16:50:41
43,000100.SZ,TCL科技,5.65,-4.56,东方财富,2026-07-03 16:50:41
45,002202.SZ,金风科技,24.59,4.59,东方财富,2026-07-03 16:50:41
46,601899.SH,紫金矿业,27.82,5.78,东方财富,2026-07-03 16:50:41
47,000566.SZ,海南海药,6.14,1.66,东方财富,2026-07-03 16:50:41
48,600172.SH,黄河旋风,16.86,-6.49,东方财富,2026-07-03 16:50:41
49,605189.SH,富春染织,16.05,10.01,东方财富,2026-07-03 16:50:41
50,600376.SH,首开股份,3.81,10.12,东方财富,2026-07-03 16:50:41
51,002434.SZ,万里扬,6.67,10.07,东方财富,2026-07-03 16:50:41
52,003021.SZ,兆威机电,100.8,10.0,东方财富,2026-07-03 16:50:41
54,603662.SH,柯力传感,80.0,8.37,东方财富,2026-07-03 16:50:41
55,601211.SH,国泰海通,19.37,1.04,东方财富,2026-07-03 16:50:41
56,600206.SH,有研新材,54.3,-6.07,东方财富,2026-07-03 16:50:41
57,002141.SZ,贤丰控股,5.14,10.06,东方财富,2026-07-03 16:50:41
58,002185.SZ,华天科技,19.51,-3.75,东方财富,2026-07-03 16:50:41
59,002475.SZ,立讯精密,64.44,5.81,东方财富,2026-07-03 16:50:41
60,600118.SH,中国卫星,86.3,5.89,东方财富,2026-07-03 16:50:41
62,600879.SH,航天电子,22.27,6.4,东方财富,2026-07-03 16:50:41
63,002471.SZ,中超控股,6.51,9.97,东方财富,2026-07-03 16:50:41
64,600988.SH,赤峰黄金,31.23,10.0,东方财富,2026-07-03 16:50:41
65,000908.SZ,石药景峰,6.88,10.08,东方财富,2026-07-03 16:50:41
66,002031.SZ,巨轮智能,6.22,7.24,东方财富,2026-07-03 16:50:41
68,001399.SZ,惠科股份,42.14,-10.0,东方财富,2026-07-03 16:50:41
69,001270.SZ,铖昌科技,163.32,10.0,东方财富,2026-07-03 16:50:41
70,000636.SZ,风华高科,63.23,-5.57,东方财富,2026-07-03 16:50:41
71,600150.SH,中国船舶,37.15,8.12,东方财富,2026-07-03 16:50:41
72,600183.SH,生益科技,160.78,5.81,东方财富,2026-07-03 16:50:41
73,002396.SZ,星网锐捷,23.4,10.01,东方财富,2026-07-03 16:50:41
74,601138.SH,工业富联,64.72,1.09,东方财富,2026-07-03 16:50:41
76,002635.SZ,安洁科技,23.36,9.98,东方财富,2026-07-03 16:50:41
77,002850.SZ,科达利,226.16,10.0,东方财富,2026-07-03 16:50:41
78,600703.SH,三安光电,18.23,-4.25,东方财富,2026-07-03 16:50:41
79,002536.SZ,飞龙股份,51.96,9.99,东方财富,2026-07-03 16:50:41
80,603259.SH,药明康德,124.12,2.32,东方财富,2026-07-03 16:50:41
81,002156.SZ,通富微电,64.8,-3.81,东方财富,2026-07-03 16:50:41
82,603078.SH,江化微,56.26,-1.12,东方财富,2026-07-03 16:50:41
84,000988.SZ,华工科技,153.95,-1.44,东方财富,2026-07-03 16:50:41
85,002463.SZ,沪电股份,135.35,3.71,东方财富,2026-07-03 16:50:41
86,601678.SH,滨化股份,6.93,-10.0,东方财富,2026-07-03 16:50:41
87,002056.SZ,横店东磁,32.82,7.05,东方财富,2026-07-03 16:50:41
88,002148.SZ,北纬科技,6.56,10.07,东方财富,2026-07-03 16:50:41
89,603286.SH,日盈电子,56.96,10.0,东方财富,2026-07-03 16:50:41
90,603327.SH,福蓉科技,8.86,10.06,东方财富,2026-07-03 16:50:41
93,000938.SZ,紫光股份,30.28,4.31,东方财富,2026-07-03 16:50:41
94,002931.SZ,锋龙股份,75.34,5.7,东方财富,2026-07-03 16:50:41
97,002409.SZ,雅克科技,199.5,-6.11,东方财富,2026-07-03 16:50:41
98,600160.SH,巨化股份,49.35,-9.99,东方财富,2026-07-03 16:50:41
99,002916.SZ,深南电路,454.48,7.42,东方财富,2026-07-03 16:50:41
