rank,code,name,price,change_pct,source,collect_time
1,600737.SH,中粮糖业,18.16,9.99,东方财富,2026-09-08 18:50:33
2,600127.SH,金健米业,14.79,9.31,东方财富,2026-09-08 18:50:33
3,605577.SH,龙版传媒,18.67,9.12,东方财富,2026-09-08 18:50:33
4,600722.SH,金牛化工,19.77,10.02,东方财富,2026-09-08 18:50:33
5,600108.SH,亚盛集团,5.28,10.0,东方财富,2026-09-08 18:50:33
6,600596.SH,新安股份,12.08,10.02,东方财富,2026-09-08 18:50:33
7,002579.SZ,中京电子,17.06,9.99,东方财富,2026-09-08 18:50:33
8,600354.SH,敦煌种业,10.48,9.97,东方财富,2026-09-08 18:50:33
9,002470.SZ,金正大,2.53,10.0,东方财富,2026-09-08 18:50:33
10,600869.SH,远东股份,22.66,8.52,东方财富,2026-09-08 18:50:33
11,002312.SZ,川发龙蟒,9.34,10.01,东方财富,2026-09-08 18:50:33
12,000523.SZ,红棉股份,3.96,10.0,东方财富,2026-09-08 18:50:33
13,600227.SH,赤天化,4.96,9.98,东方财富,2026-09-08 18:50:33
14,002194.SZ,武汉凡谷,11.08,10.03,东方财富,2026-09-08 18:50:33
15,000930.SZ,中粮科技,5.83,10.0,东方财富,2026-09-08 18:50:33
16,603077.SH,和邦生物,2.53,10.0,东方财富,2026-09-08 18:50:33
17,000833.SZ,粤桂股份,22.83,10.02,东方财富,2026-09-08 18:50:33
18,603618.SH,杭电股份,40.11,8.52,东方财富,2026-09-08 18:50:33
19,000912.SZ,泸天化,4.73,10.0,东方财富,2026-09-08 18:50:33
20,600691.SH,潞化科技,3.36,10.16,东方财富,2026-09-08 18:50:33
21,000560.SZ,我爱我家,3.44,9.9,东方财富,2026-09-08 18:50:33
22,000737.SZ,北方铜业,15.71,9.63,东方财富,2026-09-08 18:50:33
23,600865.SH,百大集团,13.74,10.01,东方财富,2026-09-08 18:50:33
24,601949.SH,中国出版,7.05,9.98,东方财富,2026-09-08 18:50:33
25,605077.SH,华康股份,12.53,10.01,东方财富,2026-09-08 18:50:33
26,000620.SZ,盈新发展,3.32,9.93,东方财富,2026-09-08 18:50:33
27,002068.SZ,黑猫股份,9.1,10.04,东方财富,2026-09-08 18:50:33
28,000978.SZ,桂林旅游,8.01,10.03,东方财富,2026-09-08 18:50:33
29,000759.SZ,中百集团,7.7,10.0,东方财富,2026-09-08 18:50:33
30,002909.SZ,集泰股份,8.72,9.96,东方财富,2026-09-08 18:50:33
31,002172.SZ,澳洋健康,5.09,9.94,东方财富,2026-09-08 18:50:33
32,601086.SH,国芳集团,14.95,7.4,东方财富,2026-09-08 18:50:33
33,000980.SZ,众泰汽车,1.84,10.18,东方财富,2026-09-08 18:50:33
34,002093.SZ,国脉科技,7.69,10.01,东方财富,2026-09-08 18:50:33
35,603938.SH,三孚股份,44.43,10.0,东方财富,2026-09-08 18:50:33
36,601952.SH,苏垦农发,10.59,9.97,东方财富,2026-09-08 18:50:33
37,002349.SZ,精华制药,8.42,10.07,东方财富,2026-09-08 18:50:33
38,603619.SH,中曼石油,24.9,9.98,东方财富,2026-09-08 18:50:33
39,002702.SZ,海欣食品,6.79,10.05,东方财富,2026-09-08 18:50:33
40,002286.SZ,保龄宝,9.25,9.99,东方财富,2026-09-08 18:50:33
41,603999.SH,读者传媒,7.29,9.95,东方财富,2026-09-08 18:50:33
42,601999.SH,出版传媒,8.02,10.01,东方财富,2026-09-08 18:50:33
43,002403.SZ,爱仕达,13.65,9.99,东方财富,2026-09-08 18:50:33
44,002999.SZ,天禾股份,7.37,10.0,东方财富,2026-09-08 18:50:33
45,603042.SH,华脉科技,16.97,9.98,东方财富,2026-09-08 18:50:33
46,600903.SH,贵州燃气,7.25,10.02,东方财富,2026-09-08 18:50:33
47,600881.SH,亚泰集团,2.07,10.11,东方财富,2026-09-08 18:50:33
