rank,code,name,price,change_pct,source,collect_time
2,002428.SZ,云南锗业,100.08,10.0,东方财富,2026-08-07 16:13:46
3,603986.SH,兆易创新,417.05,8.32,东方财富,2026-08-07 16:13:46
5,600664.SH,哈药股份,6.84,9.97,东方财富,2026-08-07 16:13:46
6,600206.SH,有研新材,48.17,10.0,东方财富,2026-08-07 16:13:46
7,002407.SZ,多氟多,36.54,1.25,东方财富,2026-08-07 16:13:46
8,600487.SH,亨通光电,59.52,6.0,东方财富,2026-08-07 16:13:46
9,603259.SH,药明康德,154.82,8.49,东方财富,2026-08-07 16:13:46
10,600584.SH,长电科技,77.75,2.48,东方财富,2026-08-07 16:13:46
11,600721.SH,百花医药,10.54,10.02,东方财富,2026-08-07 16:13:46
13,000831.SZ,中国稀土,57.19,10.0,东方财富,2026-08-07 16:13:46
14,600176.SH,中国巨石,44.38,8.83,东方财富,2026-08-07 16:13:46
16,600744.SH,华银电力,7.88,10.06,东方财富,2026-08-07 16:13:46
17,600183.SH,生益科技,139.98,10.0,东方财富,2026-08-07 16:13:46
18,603127.SH,昭衍新药,50.89,10.01,东方财富,2026-08-07 16:13:46
19,000636.SZ,风华高科,58.29,0.02,东方财富,2026-08-07 16:13:46
20,002281.SZ,光迅科技,193.04,10.0,东方财富,2026-08-07 16:13:46
21,000725.SZ,京东方Ａ,6.07,1.85,东方财富,2026-08-07 16:13:46
22,002579.SZ,中京电子,15.15,8.76,东方财富,2026-08-07 16:13:46
23,000603.SZ,盛达资源,34.43,10.0,东方财富,2026-08-07 16:13:46
24,002792.SZ,通宇通讯,37.19,10.0,东方财富,2026-08-07 16:13:46
25,000657.SZ,中钨高新,67.01,7.22,东方财富,2026-08-07 16:13:46
26,600601.SH,方正科技,12.87,10.0,东方财富,2026-08-07 16:13:46
27,002552.SZ,宝鼎科技,47.6,10.01,东方财富,2026-08-07 16:13:46
28,002185.SZ,华天科技,17.98,4.17,东方财富,2026-08-07 16:13:46
29,603773.SH,沃格光电,95.07,10.0,东方财富,2026-08-07 16:13:46
30,603228.SH,景旺电子,94.95,10.0,东方财富,2026-08-07 16:13:46
31,600110.SH,诺德股份,10.46,9.99,东方财富,2026-08-07 16:13:46
33,601208.SH,东材科技,45.94,10.01,东方财富,2026-08-07 16:13:46
34,000506.SZ,招金黄金,18.13,10.01,东方财富,2026-08-07 16:13:46
35,002156.SZ,通富微电,64.72,6.17,东方财富,2026-08-07 16:13:46
37,002384.SZ,东山精密,195.27,4.04,东方财富,2026-08-07 16:13:46
38,603459.SH,红板科技,105.58,10.0,东方财富,2026-08-07 16:13:46
39,600667.SH,太极实业,19.53,1.88,东方财富,2026-08-07 16:13:46
42,001309.SZ,德明利,404.16,4.1,东方财富,2026-08-07 16:13:46
43,600703.SH,三安光电,14.4,5.03,东方财富,2026-08-07 16:13:46
44,600522.SH,中天科技,33.67,4.27,东方财富,2026-08-07 16:13:46
46,001232.SZ,C嘉立创,198.29,12.15,东方财富,2026-08-07 16:13:46
47,000938.SZ,紫光股份,38.0,0.16,东方财富,2026-08-07 16:13:46
49,002821.SZ,凯莱英,172.26,10.0,东方财富,2026-08-07 16:13:46
50,603011.SH,合锻智能,22.68,9.99,东方财富,2026-08-07 16:13:46
52,001267.SZ,汇绿生态,42.69,10.0,东方财富,2026-08-07 16:13:46
55,002741.SZ,光华科技,26.3,10.0,东方财富,2026-08-07 16:13:46
57,600267.SH,海正药业,13.11,9.98,东方财富,2026-08-07 16:13:46
58,601899.SH,紫金矿业,35.15,1.88,东方财富,2026-08-07 16:13:46
59,000739.SZ,普洛药业,23.41,10.01,东方财富,2026-08-07 16:13:46
60,600396.SH,华电辽能,17.73,2.19,东方财富,2026-08-07 16:13:46
61,600641.SH,先导基电,31.28,9.99,东方财富,2026-08-07 16:13:46
62,002827.SZ,高争民爆,54.16,9.99,东方财富,2026-08-07 16:13:46
63,603221.SH,爱丽家居,24.82,0.12,东方财富,2026-08-07 16:13:46
64,603328.SH,依顿电子,10.85,10.04,东方财富,2026-08-07 16:13:46
65,002131.SZ,利欧股份,5.46,-0.36,东方财富,2026-08-07 16:13:46
66,001258.SZ,立新能源,13.16,7.96,东方财富,2026-08-07 16:13:46
67,002900.SZ,哈三联,13.48,10.04,东方财富,2026-08-07 16:13:46
68,603936.SH,博敏电子,15.93,10.01,东方财富,2026-08-07 16:13:46
69,003032.SZ,传智教育,11.5,5.02,东方财富,2026-08-07 16:13:46
70,600276.SH,恒瑞医药,54.62,4.82,东方财富,2026-08-07 16:13:46
71,002141.SZ,贤丰控股,6.11,6.63,东方财富,2026-08-07 16:13:46
72,002463.SZ,沪电股份,125.87,7.4,东方财富,2026-08-07 16:13:46
74,002194.SZ,武汉凡谷,11.1,10.01,东方财富,2026-08-07 16:13:46
76,600111.SH,北方稀土,44.06,5.13,东方财富,2026-08-07 16:13:46
77,600397.SH,江钨装备,18.41,9.0,东方财富,2026-08-07 16:13:46
78,601138.SH,工业富联,68.18,-0.13,东方财富,2026-08-07 16:13:46
79,002971.SZ,和远气体,45.38,10.01,东方财富,2026-08-07 16:13:46
80,002354.SZ,天娱数科,8.03,-0.86,东方财富,2026-08-07 16:13:46
81,000630.SZ,铜陵有色,6.96,5.94,东方财富,2026-08-07 16:13:46
82,603186.SH,华正新材,143.0,10.0,东方财富,2026-08-07 16:13:46
83,002636.SZ,金安国纪,65.4,9.02,东方财富,2026-08-07 16:13:46
85,600362.SH,江西铜业,49.58,7.2,东方财富,2026-08-07 16:13:46
86,002080.SZ,中材科技,56.56,9.78,东方财富,2026-08-07 16:13:46
87,603799.SH,华友钴业,44.01,6.3,东方财富,2026-08-07 16:13:46
89,603567.SH,珍宝岛,7.08,9.94,东方财富,2026-08-07 16:13:46
90,002202.SZ,金风科技,21.8,6.03,东方财富,2026-08-07 16:13:46
91,002437.SZ,誉衡药业,3.12,9.86,东方财富,2026-08-07 16:13:46
92,600118.SH,中国卫星,68.68,5.13,东方财富,2026-08-07 16:13:46
93,600105.SH,永鼎股份,39.0,1.62,东方财富,2026-08-07 16:13:46
94,002589.SZ,瑞康医药,3.04,10.14,东方财富,2026-08-07 16:13:46
95,601700.SH,风范股份,6.44,-10.06,东方财富,2026-08-07 16:13:46
96,600500.SH,中化国际,5.51,9.98,东方财富,2026-08-07 16:13:46
98,000021.SZ,深科技,40.85,2.36,东方财富,2026-08-07 16:13:46
100,600272.SH,开开实业,12.97,10.01,东方财富,2026-08-07 16:13:46
