rank,code,name,price,change_pct,source,collect_time
1,600127.SH,金健米业,11.77,9.18,东方财富,2026-08-29 00:02:32
2,600722.SH,金牛化工,15.27,10.01,东方财富,2026-08-29 00:02:32
3,002437.SZ,誉衡药业,4.86,9.95,东方财富,2026-08-29 00:02:32
5,002354.SZ,天娱数科,7.85,9.94,东方财富,2026-08-29 00:02:32
7,600378.SH,昊华科技,53.31,10.01,东方财富,2026-08-29 00:02:32
8,002396.SZ,星网锐捷,36.69,10.01,东方财富,2026-08-29 00:02:32
9,600103.SH,青山纸业,3.85,0.79,东方财富,2026-08-29 00:02:32
10,000560.SZ,我爱我家,2.64,10.0,东方财富,2026-08-29 00:02:32
11,600162.SH,香江控股,5.36,10.06,东方财富,2026-08-29 00:02:32
12,600354.SH,敦煌种业,8.21,10.05,东方财富,2026-08-29 00:02:32
13,600227.SH,赤天化,4.58,10.1,东方财富,2026-08-29 00:02:32
14,600371.SH,万向德农,11.54,10.01,东方财富,2026-08-29 00:02:32
15,000716.SZ,黑芝麻,5.67,10.1,东方财富,2026-08-29 00:02:32
16,002165.SZ,红 宝 丽,8.37,9.99,东方财富,2026-08-29 00:02:32
17,600487.SH,亨通光电,68.7,-3.65,东方财富,2026-08-29 00:02:32
18,002886.SZ,沃特股份,26.4,10.0,东方财富,2026-08-29 00:02:32
19,000017.SZ,深中华A,11.45,9.99,东方财富,2026-08-29 00:02:32
20,600479.SH,千金药业,13.33,9.98,东方财富,2026-08-29 00:02:32
21,603618.SH,杭电股份,35.92,2.31,东方财富,2026-08-29 00:02:32
22,601212.SH,白银有色,7.63,5.97,东方财富,2026-08-29 00:02:32
23,601700.SH,风范股份,8.38,9.97,东方财富,2026-08-29 00:02:32
24,600540.SH,新赛股份,5.05,10.02,东方财富,2026-08-29 00:02:32
25,002742.SZ,冀衡医药,6.24,10.05,东方财富,2026-08-29 00:02:32
26,000912.SZ,泸天化,4.36,10.1,东方财富,2026-08-29 00:02:32
27,002407.SZ,多氟多,36.94,5.18,东方财富,2026-08-29 00:02:32
28,600691.SH,潞化科技,2.94,10.11,东方财富,2026-08-29 00:02:32
29,000011.SZ,深物业A,9.15,9.98,东方财富,2026-08-29 00:02:32
30,000062.SZ,深圳华强,24.85,10.0,东方财富,2026-08-29 00:02:32
31,002212.SZ,天融信,6.93,10.0,东方财富,2026-08-29 00:02:32
32,600613.SH,神奇制药,12.4,6.8,东方财富,2026-08-29 00:02:32
34,002229.SZ,鸿博股份,12.29,10.03,东方财富,2026-08-29 00:02:32
35,000858.SZ,五 粮 液,71.51,0.55,东方财富,2026-08-29 00:02:32
