rank,code,name,price,change_pct,source,collect_time
1,600667.SH,太极实业,19.98,10.02,东方财富,2026-09-10 18:35:07
2,600744.SH,华银电力,7.0,10.06,东方财富,2026-09-10 18:35:07
3,000823.SZ,超声电子,18.7,10.0,东方财富,2026-09-10 18:35:07
4,002636.SZ,金安国纪,76.45,10.0,东方财富,2026-09-10 18:35:07
5,000993.SZ,闽东电力,12.62,10.03,东方财富,2026-09-10 18:35:07
6,603601.SH,再升科技,9.96,10.06,东方财富,2026-09-10 18:35:07
7,600869.SH,远东股份,24.1,-3.33,东方财富,2026-09-10 18:35:07
9,600318.SH,新力金融,8.09,10.07,东方财富,2026-09-10 18:35:07
10,000759.SZ,中百集团,8.69,2.6,东方财富,2026-09-10 18:35:07
11,600792.SH,云煤能源,5.41,9.96,东方财富,2026-09-10 18:35:07
12,000978.SZ,桂林旅游,9.69,9.99,东方财富,2026-09-10 18:35:07
13,000722.SZ,湖南发展,14.74,10.0,东方财富,2026-09-10 18:35:07
14,600488.SH,津药药业,5.9,10.07,东方财富,2026-09-10 18:35:07
15,002201.SZ,九鼎新材,10.08,10.04,东方财富,2026-09-10 18:35:07
16,600644.SH,乐山电力,10.12,10.0,东方财富,2026-09-10 18:35:07
17,000532.SZ,华金资本,12.43,10.0,东方财富,2026-09-10 18:35:07
18,600359.SH,新农开发,9.64,10.05,东方财富,2026-09-10 18:35:07
19,002377.SZ,国创高新,3.47,10.16,东方财富,2026-09-10 18:35:07
20,002204.SZ,大连重工,5.89,10.09,东方财富,2026-09-10 18:35:07
21,603318.SH,水发燃气,10.35,9.99,东方财富,2026-09-10 18:35:07
22,600192.SH,长城电工,8.68,10.01,东方财富,2026-09-10 18:35:07
23,603105.SH,芯能科技,8.38,9.97,东方财富,2026-09-10 18:35:07
24,002531.SZ,天顺风能,6.91,10.03,东方财富,2026-09-10 18:35:07
25,000523.SZ,红棉股份,4.46,2.29,东方财富,2026-09-10 18:35:07
26,603421.SH,鼎信通讯,7.29,9.95,东方财富,2026-09-10 18:35:07
27,002174.SZ,游族网络,13.64,10.0,东方财富,2026-09-10 18:35:07
28,000565.SZ,渝三峡Ａ,7.91,10.01,东方财富,2026-09-10 18:35:07
29,600712.SH,南宁百货,6.83,9.98,东方财富,2026-09-10 18:35:07
30,600396.SH,华电辽能,15.51,5.15,东方财富,2026-09-10 18:35:07
31,600737.SH,中粮糖业,17.82,-10.0,东方财富,2026-09-10 18:35:07
32,601086.SH,国芳集团,15.11,1.55,东方财富,2026-09-10 18:35:07
33,600876.SH,凯盛新能,7.91,10.01,东方财富,2026-09-10 18:35:07
34,603316.SH,诚邦股份,15.72,10.01,东方财富,2026-09-10 18:35:07
35,601231.SH,环旭电子,27.92,10.01,东方财富,2026-09-10 18:35:07
36,002543.SZ,万和电气,7.9,10.03,东方财富,2026-09-10 18:35:07
37,001299.SZ,美能能源,11.83,10.05,东方财富,2026-09-10 18:35:07
38,603083.SH,剑桥科技,234.43,7.05,东方财富,2026-09-10 18:35:07
39,002661.SZ,克明食品,9.6,9.97,东方财富,2026-09-10 18:35:07
40,002912.SZ,中新赛克,21.37,9.98,东方财富,2026-09-10 18:35:07
41,600127.SH,金健米业,14.0,-2.3,东方财富,2026-09-10 18:35:07
42,600354.SH,敦煌种业,11.45,4.28,东方财富,2026-09-10 18:35:07
43,600108.SH,亚盛集团,5.25,-8.06,东方财富,2026-09-10 18:35:07
44,000592.SZ,平潭发展,8.27,2.61,东方财富,2026-09-10 18:35:07
45,000048.SZ,京基智农,23.2,10.0,东方财富,2026-09-10 18:35:07
46,002790.SZ,瑞尔特,8.46,10.01,东方财富,2026-09-10 18:35:07
47,600812.SH,华北制药,5.18,7.92,东方财富,2026-09-10 18:35:07
48,605006.SH,山东玻纤,17.32,6.0,东方财富,2026-09-10 18:35:07
49,002161.SZ,远 望 谷,7.31,4.88,东方财富,2026-09-10 18:35:07
51,002015.SZ,协鑫能科,17.18,4.56,东方财富,2026-09-10 18:35:07
52,600176.SH,中国巨石,43.46,1.85,东方财富,2026-09-10 18:35:07
53,600150.SH,中国船舶,40.82,3.26,东方财富,2026-09-10 18:35:07
54,600172.SH,黄河旋风,15.36,-9.27,东方财富,2026-09-10 18:35:07
56,601991.SH,大唐发电,6.02,3.26,东方财富,2026-09-10 18:35:07
58,002600.SZ,领益智造,12.84,3.22,东方财富,2026-09-10 18:35:07
59,600722.SH,金牛化工,18.31,-8.45,东方财富,2026-09-10 18:35:07
61,002068.SZ,黑猫股份,10.3,2.9,东方财富,2026-09-10 18:35:07
62,002470.SZ,金正大,2.51,-9.71,东方财富,2026-09-10 18:35:07
64,000021.SZ,深科技,36.5,4.32,东方财富,2026-09-10 18:35:07
65,000930.SZ,中粮科技,6.5,1.4,东方财富,2026-09-10 18:35:07
66,600487.SH,亨通光电,63.91,-4.07,东方财富,2026-09-10 18:35:07
67,603123.SH,翠微股份,11.47,3.8,东方财富,2026-09-10 18:35:07
68,601890.SH,亚星锚链,10.38,2.98,东方财富,2026-09-10 18:35:07
69,600865.SH,百大集团,14.65,-3.04,东方财富,2026-09-10 18:35:07
70,001896.SZ,豫能控股,12.43,5.7,东方财富,2026-09-10 18:35:07
