rank,code,name,price,change_pct,source,collect_time
2,000636.SZ,风华高科,65.03,10.0,东方财富,2026-06-15 19:11:13
3,002428.SZ,云南锗业,101.49,10.0,东方财富,2026-06-15 19:11:13
4,600183.SH,生益科技,166.41,10.0,东方财富,2026-06-15 19:11:13
5,000630.SZ,铜陵有色,7.66,7.89,东方财富,2026-06-15 19:11:13
6,603993.SH,洛阳钼业,20.92,9.47,东方财富,2026-06-15 19:11:13
7,601958.SH,金钼股份,28.07,9.99,东方财富,2026-06-15 19:11:13
8,600110.SH,诺德股份,14.23,9.97,东方财富,2026-06-15 19:11:13
9,000657.SZ,中钨高新,86.9,10.0,东方财富,2026-06-15 19:11:13
10,000725.SZ,京东方Ａ,5.92,6.28,东方财富,2026-06-15 19:11:13
11,601991.SH,大唐发电,8.73,7.91,东方财富,2026-06-15 19:11:13
12,600176.SH,中国巨石,45.77,10.0,东方财富,2026-06-15 19:11:13
13,002384.SZ,东山精密,239.31,10.0,东方财富,2026-06-15 19:11:13
16,002585.SZ,双星新材,12.74,10.02,东方财富,2026-06-15 19:11:13
18,600549.SH,厦门钨业,71.28,10.0,东方财富,2026-06-15 19:11:13
19,600460.SH,士兰微,35.37,10.02,东方财富,2026-06-15 19:11:13
20,605589.SH,圣泉集团,64.15,10.0,东方财富,2026-06-15 19:11:13
23,600522.SH,中天科技,51.35,5.66,东方财富,2026-06-15 19:11:13
24,002281.SZ,光迅科技,225.47,10.0,东方财富,2026-06-15 19:11:13
25,600703.SH,三安光电,15.31,9.99,东方财富,2026-06-15 19:11:13
26,600584.SH,长电科技,74.32,7.84,东方财富,2026-06-15 19:11:13
27,002815.SZ,崇达技术,18.87,10.03,东方财富,2026-06-15 19:11:13
28,603738.SH,泰晶科技,56.91,9.99,东方财富,2026-06-15 19:11:13
30,000777.SZ,中核科技,18.06,9.99,东方财富,2026-06-15 19:11:13
31,002741.SZ,光华科技,32.59,9.99,东方财富,2026-06-15 19:11:13
32,600487.SH,亨通光电,99.28,2.35,东方财富,2026-06-15 19:11:13
33,000823.SZ,超声电子,20.09,10.02,东方财富,2026-06-15 19:11:13
34,601179.SH,中国西电,14.82,10.02,东方财富,2026-06-15 19:11:13
35,001257.SZ,盛龙股份,30.51,9.99,东方财富,2026-06-15 19:11:13
36,600226.SH,亨通股份,8.25,10.0,东方财富,2026-06-15 19:11:13
37,603002.SH,宏昌电子,19.17,9.98,东方财富,2026-06-15 19:11:13
38,603678.SH,火炬电子,63.97,10.01,东方财富,2026-06-15 19:11:13
39,603629.SH,利通电子,167.37,10.0,东方财富,2026-06-15 19:11:13
42,603256.SH,宏和科技,228.68,10.0,东方财富,2026-06-15 19:11:13
43,002407.SZ,多氟多,40.14,1.18,东方财富,2026-06-15 19:11:13
44,000960.SZ,锡业股份,41.42,10.01,东方财富,2026-06-15 19:11:13
46,002636.SZ,金安国纪,97.34,8.3,东方财富,2026-06-15 19:11:13
48,600578.SH,京能电力,8.24,10.01,东方财富,2026-06-15 19:11:13
49,000070.SZ,特发信息,18.81,10.0,东方财富,2026-06-15 19:11:13
50,600160.SH,巨化股份,46.59,9.91,东方财富,2026-06-15 19:11:13
51,600362.SH,江西铜业,47.36,10.01,东方财富,2026-06-15 19:11:13
52,002080.SZ,中材科技,68.11,10.0,东方财富,2026-06-15 19:11:13
53,600353.SH,旭光电子,31.56,10.0,东方财富,2026-06-15 19:11:13
54,603186.SH,华正新材,187.33,10.0,东方财富,2026-06-15 19:11:13
55,000733.SZ,振华科技,51.88,10.01,东方财富,2026-06-15 19:11:13
56,000032.SZ,深桑达Ａ,20.81,9.99,东方财富,2026-06-15 19:11:13
57,603986.SH,兆易创新,518.0,7.59,东方财富,2026-06-15 19:11:13
58,603618.SH,杭电股份,42.75,10.01,东方财富,2026-06-15 19:11:13
61,601696.SH,中银证券,12.69,9.97,东方财富,2026-06-15 19:11:13
62,600206.SH,有研新材,35.55,7.76,东方财富,2026-06-15 19:11:13
63,600667.SH,太极实业,17.33,5.54,东方财富,2026-06-15 19:11:13
64,600498.SH,烽火通信,67.83,7.44,东方财富,2026-06-15 19:11:13
65,603083.SH,剑桥科技,201.29,10.0,东方财富,2026-06-15 19:11:13
66,002263.SZ,大东南,4.15,10.08,东方财富,2026-06-15 19:11:13
67,000510.SZ,新金路,21.31,10.02,东方财富,2026-06-15 19:11:13
68,000988.SZ,华工科技,160.98,6.6,东方财富,2026-06-15 19:11:13
70,002463.SZ,沪电股份,133.76,6.84,东方财富,2026-06-15 19:11:13
71,002552.SZ,宝鼎科技,64.48,10.0,东方财富,2026-06-15 19:11:13
72,601899.SH,紫金矿业,31.31,7.63,东方财富,2026-06-15 19:11:13
73,002745.SZ,木林森,10.25,9.98,东方财富,2026-06-15 19:11:13
74,603011.SH,合锻智能,34.22,10.0,东方财富,2026-06-15 19:11:13
75,002859.SZ,洁美科技,82.81,10.0,东方财富,2026-06-15 19:11:13
76,002185.SZ,华天科技,17.13,6.66,东方财富,2026-06-15 19:11:13
77,601138.SH,工业富联,73.4,4.66,东方财富,2026-06-15 19:11:13
78,002156.SZ,通富微电,61.54,7.55,东方财富,2026-06-15 19:11:13
79,603267.SH,鸿远电子,68.42,10.0,东方财富,2026-06-15 19:11:13
80,601975.SH,招商南油,4.58,10.1,东方财富,2026-06-15 19:11:13
82,603335.SH,迪生力,8.86,10.06,东方财富,2026-06-15 19:11:13
83,002613.SZ,北玻股份,4.79,10.11,东方财富,2026-06-15 19:11:13
84,601636.SH,旗滨集团,7.16,9.98,东方财富,2026-06-15 19:11:13
85,601208.SH,东材科技,65.22,6.81,东方财富,2026-06-15 19:11:13
86,001696.SZ,宗申动力,22.85,0.04,东方财富,2026-06-15 19:11:13
87,002851.SZ,麦格米特,148.76,10.0,东方财富,2026-06-15 19:11:13
88,600519.SH,贵州茅台,1271.1,-1.61,东方财富,2026-06-15 19:11:13
89,600378.SH,昊华科技,56.27,-1.54,东方财富,2026-06-15 19:11:13
91,603773.SH,沃格光电,137.3,5.78,东方财富,2026-06-15 19:11:13
92,603681.SH,永冠新材,27.39,10.0,东方财富,2026-06-15 19:11:13
93,002335.SZ,科华数据,39.23,10.01,东方财富,2026-06-15 19:11:13
94,000021.SZ,深科技,39.47,6.42,东方财富,2026-06-15 19:11:13
95,605111.SH,新洁能,65.53,10.01,东方财富,2026-06-15 19:11:13
96,600237.SH,铜峰电子,10.68,9.99,东方财富,2026-06-15 19:11:13
97,003036.SZ,泰坦股份,90.38,10.0,东方财富,2026-06-15 19:11:13
98,605376.SH,博迁新材,194.71,10.0,东方财富,2026-06-15 19:11:13
99,000506.SZ,招金黄金,15.1,9.98,东方财富,2026-06-15 19:11:13
100,002106.SZ,莱宝高科,13.38,10.03,东方财富,2026-06-15 19:11:13
