rank,code,name,price,change_pct,source,collect_time
1,000725.SZ,京东方Ａ,6.71,10.0,东方财富,2026-06-17 18:01:22
2,603986.SH,兆易创新,586.04,10.0,东方财富,2026-06-17 18:01:22
4,000100.SZ,TCL科技,5.12,10.11,东方财富,2026-06-17 18:01:22
5,600176.SH,中国巨石,54.6,9.99,东方财富,2026-06-17 18:01:22
6,600110.SH,诺德股份,17.22,10.03,东方财富,2026-06-17 18:01:22
7,600584.SH,长电科技,81.76,6.28,东方财富,2026-06-17 18:01:22
8,002185.SZ,华天科技,19.05,6.9,东方财富,2026-06-17 18:01:22
9,601991.SH,大唐发电,9.13,4.94,东方财富,2026-06-17 18:01:22
10,002579.SZ,中京电子,18.47,10.01,东方财富,2026-06-17 18:01:22
11,603773.SH,沃格光电,166.13,10.0,东方财富,2026-06-17 18:01:22
13,600552.SH,凯盛科技,24.13,9.98,东方财富,2026-06-17 18:01:22
14,000636.SZ,风华高科,74.06,4.89,东方财富,2026-06-17 18:01:22
15,603002.SH,宏昌电子,23.2,10.0,东方财富,2026-06-17 18:01:22
16,600707.SH,彩虹股份,12.66,9.99,东方财富,2026-06-17 18:01:22
17,600487.SH,亨通光电,111.0,3.26,东方财富,2026-06-17 18:01:22
18,601636.SH,旗滨集团,8.67,10.03,东方财富,2026-06-17 18:01:22
19,600186.SH,莲花控股,14.66,9.98,东方财富,2026-06-17 18:01:22
20,600378.SH,昊华科技,63.8,10.0,东方财富,2026-06-17 18:01:22
21,002080.SZ,中材科技,82.41,10.0,东方财富,2026-06-17 18:01:22
22,002436.SZ,兴森科技,47.8,8.39,东方财富,2026-06-17 18:01:22
23,002491.SZ,通鼎互联,28.71,10.0,东方财富,2026-06-17 18:01:22
25,600667.SH,太极实业,19.02,5.73,东方财富,2026-06-17 18:01:22
26,600522.SH,中天科技,54.91,1.4,东方财富,2026-06-17 18:01:22
27,002741.SZ,光华科技,39.44,10.01,东方财富,2026-06-17 18:01:22
28,002916.SZ,深南电路,444.27,10.0,东方财富,2026-06-17 18:01:22
29,600353.SH,旭光电子,38.19,9.99,东方财富,2026-06-17 18:01:22
30,002938.SZ,鹏鼎控股,119.01,10.0,东方财富,2026-06-17 18:01:22
31,002156.SZ,通富微电,67.22,6.82,东方财富,2026-06-17 18:01:22
32,002585.SZ,双星新材,14.86,6.07,东方财富,2026-06-17 18:01:22
33,603186.SH,华正新材,226.67,10.0,东方财富,2026-06-17 18:01:22
34,601117.SH,中国化学,8.22,10.04,东方财富,2026-06-17 18:01:22
35,600183.SH,生益科技,180.15,0.42,东方财富,2026-06-17 18:01:22
36,000823.SZ,超声电子,22.11,10.0,东方财富,2026-06-17 18:01:22
37,603601.SH,再升科技,15.77,9.97,东方财富,2026-06-17 18:01:22
38,603618.SH,杭电股份,51.73,9.99,东方财富,2026-06-17 18:01:22
39,600460.SH,士兰微,40.83,6.66,东方财富,2026-06-17 18:01:22
40,605006.SH,山东玻纤,26.0,8.42,东方财富,2026-06-17 18:01:22
42,000021.SZ,深科技,42.91,5.25,东方财富,2026-06-17 18:01:22
43,002201.SZ,九鼎新材,12.76,10.0,东方财富,2026-06-17 18:01:22
44,000777.SZ,中核科技,21.86,10.02,东方财富,2026-06-17 18:01:22
46,600206.SH,有研新材,39.79,1.74,东方财富,2026-06-17 18:01:22
47,603283.SH,赛腾股份,63.06,9.99,东方财富,2026-06-17 18:01:22
49,002384.SZ,东山精密,256.92,3.16,东方财富,2026-06-17 18:01:22
50,600105.SH,XD永鼎股,63.09,7.17,东方财富,2026-06-17 18:01:22
51,002463.SZ,沪电股份,146.55,4.2,东方财富,2026-06-17 18:01:22
52,600549.SH,厦门钨业,80.84,3.1,东方财富,2026-06-17 18:01:22
53,002106.SZ,莱宝高科,14.78,9.97,东方财富,2026-06-17 18:01:22
54,600673.SH,东阳光,35.89,9.99,东方财富,2026-06-17 18:01:22
55,000066.SZ,中国长城,17.81,7.29,东方财富,2026-06-17 18:01:22
56,600397.SH,江钨装备,18.36,10.01,东方财富,2026-06-17 18:01:22
57,000988.SZ,华工科技,170.51,3.97,东方财富,2026-06-17 18:01:22
58,601868.SH,中国能建,2.89,7.84,东方财富,2026-06-17 18:01:22
60,002409.SZ,雅克科技,147.92,7.38,东方财富,2026-06-17 18:01:22
61,000050.SZ,深天马Ａ,9.14,9.99,东方财富,2026-06-17 18:01:22
62,001309.SZ,德明利,709.62,8.23,东方财富,2026-06-17 18:01:22
64,002141.SZ,贤丰控股,4.28,10.03,东方财富,2026-06-17 18:01:22
65,600237.SH,铜峰电子,12.56,9.98,东方财富,2026-06-17 18:01:22
66,603256.SH,宏和科技,258.9,2.92,东方财富,2026-06-17 18:01:22
67,600703.SH,三安光电,17.16,1.9,东方财富,2026-06-17 18:01:22
68,002484.SZ,江海股份,104.93,9.99,东方财富,2026-06-17 18:01:22
70,002254.SZ,泰和新材,18.58,10.01,东方财富,2026-06-17 18:01:22
71,002281.SZ,光迅科技,242.0,5.21,东方财富,2026-06-17 18:01:22
72,600876.SH,凯盛新能,9.42,10.05,东方财富,2026-06-17 18:01:22
73,002171.SZ,楚江新材,15.0,4.6,东方财富,2026-06-17 18:01:22
77,600392.SH,盛和资源,28.78,-0.86,东方财富,2026-06-17 18:01:22
79,603989.SH,艾华集团,37.73,10.0,东方财富,2026-06-17 18:01:22
80,600519.SH,贵州茅台,1240.0,-1.25,东方财富,2026-06-17 18:01:22
82,002428.SZ,云南锗业,99.26,-1.92,东方财富,2026-06-17 18:01:22
83,601208.SH,东材科技,73.2,2.04,东方财富,2026-06-17 18:01:22
85,002851.SZ,麦格米特,178.9,9.33,东方财富,2026-06-17 18:01:22
86,600498.SH,烽火通信,76.68,3.62,东方财富,2026-06-17 18:01:22
88,000657.SZ,中钨高新,89.53,-3.21,东方财富,2026-06-17 18:01:22
89,603324.SH,盛剑科技,39.18,9.99,东方财富,2026-06-17 18:01:22
90,603115.SH,海星股份,119.94,10.0,东方财富,2026-06-17 18:01:22
91,600192.SH,长城电工,8.35,10.01,东方财富,2026-06-17 18:01:22
93,603929.SH,亚翔集成,232.18,10.0,东方财富,2026-06-17 18:01:22
95,000811.SZ,冰轮环境,36.52,10.0,东方财富,2026-06-17 18:01:22
96,002407.SZ,多氟多,38.47,-2.19,东方财富,2026-06-17 18:01:22
97,002636.SZ,金安国纪,95.71,-5.7,东方财富,2026-06-17 18:01:22
98,605589.SH,圣泉集团,66.4,-0.98,东方财富,2026-06-17 18:01:22
99,601138.SH,工业富联,72.64,-0.36,东方财富,2026-06-17 18:01:22
