rank,code,name,price,change_pct,source,collect_time
1,600667.SH,太极实业,22.71,7.12,东方财富,2026-08-12 16:15:15
2,600105.SH,永鼎股份,41.21,10.01,东方财富,2026-08-12 16:15:15
4,002031.SZ,巨轮智能,6.42,9.93,东方财富,2026-08-12 16:15:15
5,002491.SZ,通鼎互联,18.84,9.98,东方财富,2026-08-12 16:15:15
6,600721.SH,百花医药,14.03,10.04,东方财富,2026-08-12 16:15:15
7,002229.SZ,鸿博股份,12.91,9.97,东方财富,2026-08-12 16:15:15
8,600664.SH,哈药股份,8.81,6.53,东方财富,2026-08-12 16:15:15
9,000636.SZ,风华高科,66.51,1.0,东方财富,2026-08-12 16:15:15
10,002792.SZ,通宇通讯,37.11,9.99,东方财富,2026-08-12 16:15:15
11,002081.SZ,金 螳 螂,4.37,10.08,东方财富,2026-08-12 16:15:15
12,603228.SH,景旺电子,98.21,10.0,东方财富,2026-08-12 16:15:15
13,603538.SH,美诺华,33.33,10.0,东方财富,2026-08-12 16:15:15
14,003032.SZ,传智教育,12.91,9.97,东方财富,2026-08-12 16:15:15
15,002552.SZ,宝鼎科技,60.07,10.0,东方财富,2026-08-12 16:15:15
16,605179.SH,一鸣食品,30.39,9.99,东方财富,2026-08-12 16:15:15
17,600602.SH,云赛智联,20.25,9.99,东方财富,2026-08-12 16:15:15
18,603690.SH,至纯科技,27.3,9.99,东方财富,2026-08-12 16:15:15
19,002428.SZ,云南锗业,105.98,5.68,东方财富,2026-08-12 16:15:15
20,001696.SZ,宗申动力,17.29,9.99,东方财富,2026-08-12 16:15:15
21,603887.SH,城地香江,11.35,9.98,东方财富,2026-08-12 16:15:15
22,600186.SH,莲花控股,11.45,7.92,东方财富,2026-08-12 16:15:15
23,600162.SH,香江控股,4.72,10.02,东方财富,2026-08-12 16:15:15
24,601700.SH,风范股份,7.59,10.0,东方财富,2026-08-12 16:15:15
25,600641.SH,先导基电,35.72,10.01,东方财富,2026-08-12 16:15:15
26,002248.SZ,华东数控,12.17,10.04,东方财富,2026-08-12 16:15:15
27,002421.SZ,达实智能,3.88,9.92,东方财富,2026-08-12 16:15:15
28,002131.SZ,利欧股份,5.52,4.15,东方财富,2026-08-12 16:15:15
29,000802.SZ,北京文化,5.69,10.06,东方财富,2026-08-12 16:15:15
30,600376.SH,首开股份,4.42,9.95,东方财富,2026-08-12 16:15:15
31,600881.SH,亚泰集团,2.06,10.16,东方财富,2026-08-12 16:15:15
32,002437.SZ,誉衡药业,3.86,9.97,东方财富,2026-08-12 16:15:15
33,001258.SZ,立新能源,15.46,-2.95,东方财富,2026-08-12 16:15:15
34,002585.SZ,双星新材,11.1,5.51,东方财富,2026-08-12 16:15:15
35,603897.SH,长城科技,32.05,9.99,东方财富,2026-08-12 16:15:15
36,600397.SH,江钨装备,18.74,9.98,东方财富,2026-08-12 16:15:15
37,600487.SH,亨通光电,59.3,2.92,东方财富,2026-08-12 16:15:15
38,600604.SH,市北高新,5.01,10.11,东方财富,2026-08-12 16:15:15
39,600683.SH,京投发展,11.75,10.02,东方财富,2026-08-12 16:15:15
40,000887.SZ,中鼎股份,21.54,10.01,东方财富,2026-08-12 16:15:15
41,000720.SZ,新能泰山,4.04,10.08,东方财富,2026-08-12 16:15:15
42,002582.SZ,好想你,11.15,9.96,东方财富,2026-08-12 16:15:15
44,002146.SZ,荣盛发展,1.27,10.43,东方财富,2026-08-12 16:15:15
45,002329.SZ,皇氏集团,4.2,9.95,东方财富,2026-08-12 16:15:15
46,600216.SH,浙江医药,13.77,9.98,东方财富,2026-08-12 16:15:15
47,600272.SH,开开实业,17.27,10.0,东方财富,2026-08-12 16:15:15
48,600572.SH,康恩贝,4.75,9.95,东方财富,2026-08-12 16:15:15
49,002520.SZ,日发精机,6.59,10.02,东方财富,2026-08-12 16:15:15
50,600266.SH,城建发展,4.6,10.05,东方财富,2026-08-12 16:15:15
51,002379.SZ,宏桥控股,21.34,10.0,东方财富,2026-08-12 16:15:15
52,603758.SH,秦安股份,13.95,10.02,东方财富,2026-08-12 16:15:15
53,002739.SZ,儒意电影,10.78,6.52,东方财富,2026-08-12 16:15:15
54,603986.SH,兆易创新,413.17,2.7,东方财富,2026-08-12 16:15:15
55,603369.SH,今世缘,30.72,9.99,东方财富,2026-08-12 16:15:15
56,002173.SZ,创新医疗,22.42,5.56,东方财富,2026-08-12 16:15:15
57,603466.SH,风语筑,12.47,9.96,东方财富,2026-08-12 16:15:15
58,000063.SZ,中兴通讯,35.59,4.09,东方财富,2026-08-12 16:15:15
61,600522.SH,中天科技,33.55,3.74,东方财富,2026-08-12 16:15:15
62,002589.SZ,瑞康医药,3.55,9.91,东方财富,2026-08-12 16:15:15
63,603696.SH,安记食品,15.41,9.99,东方财富,2026-08-12 16:15:15
64,002047.SZ,宝鹰股份,3.92,10.11,东方财富,2026-08-12 16:15:15
65,002354.SZ,天娱数科,8.53,2.52,东方财富,2026-08-12 16:15:15
66,002682.SZ,龙洲股份,5.03,10.07,东方财富,2026-08-12 16:15:15
68,002185.SZ,华天科技,18.3,2.06,东方财富,2026-08-12 16:15:15
69,002244.SZ,滨江集团,9.53,10.05,东方财富,2026-08-12 16:15:15
70,600183.SH,生益科技,143.23,5.86,东方财富,2026-08-12 16:15:15
71,600206.SH,有研新材,52.95,0.57,东方财富,2026-08-12 16:15:15
72,000725.SZ,京东方Ａ,5.93,0.34,东方财富,2026-08-12 16:15:15
73,002562.SZ,兄弟科技,5.05,10.02,东方财富,2026-08-12 16:15:15
74,600396.SH,华电辽能,17.18,2.26,东方财富,2026-08-12 16:15:15
75,605286.SH,同力天启,30.99,10.01,东方财富,2026-08-12 16:15:15
76,603232.SH,格尔软件,18.0,10.02,东方财富,2026-08-12 16:15:15
77,600584.SH,长电科技,78.18,0.66,东方财富,2026-08-12 16:15:15
78,000665.SZ,湖北广电,4.42,9.95,东方财富,2026-08-12 16:15:15
79,601155.SH,新城控股,12.17,10.04,东方财富,2026-08-12 16:15:15
80,002164.SZ,宁波东力,13.09,10.0,东方财富,2026-08-12 16:15:15
81,603102.SH,百合股份,42.05,9.99,东方财富,2026-08-12 16:15:15
83,002407.SZ,多氟多,37.4,0.32,东方财富,2026-08-12 16:15:15
84,002573.SZ,清新环境,3.58,10.15,东方财富,2026-08-12 16:15:15
85,600379.SH,宝光股份,14.8,10.04,东方财富,2026-08-12 16:15:15
86,000410.SZ,沈阳机床,5.76,9.92,东方财富,2026-08-12 16:15:15
87,000657.SZ,中钨高新,70.43,3.35,东方财富,2026-08-12 16:15:15
88,603052.SH,可川科技,58.47,10.01,东方财富,2026-08-12 16:15:15
90,000938.SZ,紫光股份,37.0,-1.04,东方财富,2026-08-12 16:15:15
91,002400.SZ,省广集团,7.33,6.08,东方财富,2026-08-12 16:15:15
92,002384.SZ,东山精密,200.19,3.26,东方财富,2026-08-12 16:15:15
93,002172.SZ,澳洋健康,3.75,9.97,东方财富,2026-08-12 16:15:15
94,002178.SZ,延华智能,5.09,9.94,东方财富,2026-08-12 16:15:15
95,600176.SH,中国巨石,43.31,1.45,东方财富,2026-08-12 16:15:15
97,603269.SH,海鸥股份,17.56,10.03,东方财富,2026-08-12 16:15:15
98,000593.SZ,德龙汇能,25.27,10.01,东方财富,2026-08-12 16:15:15
99,603191.SH,望变电气,15.4,10.0,东方财富,2026-08-12 16:15:15
100,603396.SH,金辰股份,27.54,9.98,东方财富,2026-08-12 16:15:15
